path,score
C:\Users\miker\wake_word_project\data\negative\Hey__Magis_wrong_ways_to_say\Recording (56).wav,0.902487
C:\Users\miker\wake_word_project\data\negative\Hey__Magis_wrong_ways_to_say\Recording (57).wav,0.944006
C:\Users\miker\wake_word_project\data\negative\Hey__Magis_wrong_ways_to_say\Recording (58).wav,0.990274
C:\Users\miker\wake_word_project\data\negative\Hey__Magis_wrong_ways_to_say\Recording (59).wav,0.910362
C:\Users\miker\wake_word_project\data\negative\Hey__Magis_wrong_ways_to_say\Recording (6).wav,0.672784
C:\Users\miker\wake_word_project\data\negative\Hey__Magis_wrong_ways_to_say\Recording (60).wav,0.973716
C:\Users\miker\wake_word_project\data\negative\Hey__Magis_wrong_ways_to_say\Recording (61).wav,0.740997
C:\Users\miker\wake_word_project\data\negative\Hey__Magis_wrong_ways_to_say\Recording (7).wav,0.984054
C:\Users\miker\wake_word_project\data\negative\Hey__Magis_wrong_ways_to_say\Recording (8).wav,0.991997
C:\Users\miker\wake_word_project\data\negative\Hey__Magis_wrong_ways_to_say\Recording (9).wav,0.960602
C:\Users\miker\wake_word_project\data\negative\Hey__Magis_wrong_ways_to_say\Recording.wav,0.954516
