path,score
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000019.wav,1.000000
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000020.wav,0.999996
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000021.wav,0.999998
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000022.wav,1.000000
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000023.wav,0.999998
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000024.wav,1.000000
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000025.wav,0.999998
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000026.wav,0.999996
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000027.wav,0.999997
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000028.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000029.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000030.wav,0.999998
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000031.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000032.wav,0.999997
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000033.wav,0.999988
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000034.wav,0.999996
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000035.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000036.wav,0.999997
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000037.wav,0.999998
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000038.wav,0.999996
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000039.wav,0.999998
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000040.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000041.wav,0.999996
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000042.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000043.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000044.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000045.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000046.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000047.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000048.wav,1.000000
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000049.wav,1.000000
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000050.wav,1.000000
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_judy_ramos_20260129080202\judy_ramos_phone_mic_quiet_20260129080202_000051.wav,0.999996
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000001.wav,0.999996
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000002.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000003.wav,0.999998
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000004.wav,0.999995
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000005.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000006.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000007.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000008.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000009.wav,0.999997
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000010.wav,0.999988
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000011.wav,0.999994
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000012.wav,0.999958
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000013.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000014.wav,0.999997
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000015.wav,0.999989
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000016.wav,0.999998
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000017.wav,0.999998
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000018.wav,0.999997
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000019.wav,0.999986
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000020.wav,0.999974
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000021.wav,0.999976
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000022.wav,0.999971
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000023.wav,0.999997
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000024.wav,0.999998
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000025.wav,0.999996
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000026.wav,0.999988
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000027.wav,0.999994
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000028.wav,1.000000
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000029.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000030.wav,0.999996
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000031.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000032.wav,1.000000
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000033.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000034.wav,1.000000
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000035.wav,1.000000
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000036.wav,0.999997
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000037.wav,0.999998
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000038.wav,1.000000
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000039.wav,0.999995
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000040.wav,0.999996
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000042.wav,0.999997
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000043.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000044.wav,0.999996
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000045.wav,0.999998
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000046.wav,0.999990
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000047.wav,0.999994
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000048.wav,1.000000
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000049.wav,0.999998
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000050.wav,0.999989
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_kristina_garcia_20260129004158\kristina_garcia_wired_earbuds_mic_moderate_noise_20260129004158_000051.wav,0.999995
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000001.wav,0.999984
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000002.wav,0.999971
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000003.wav,0.999918
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000004.wav,0.999859
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000005.wav,0.999377
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000006.wav,0.999951
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000007.wav,0.999949
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000008.wav,0.999919
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000009.wav,0.999709
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000010.wav,0.999694
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000011.wav,0.999486
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000012.wav,0.999920
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000013.wav,0.999888
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000014.wav,0.999907
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000015.wav,0.999749
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000016.wav,0.999955
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000017.wav,0.999801
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000018.wav,0.999798
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000019.wav,0.999927
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000020.wav,0.999809
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000021.wav,0.999817
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000022.wav,0.999890
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000023.wav,0.999912
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000024.wav,0.999709
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000025.wav,0.999753
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000026.wav,0.999986
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000027.wav,0.999951
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000028.wav,0.999843
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000029.wav,0.999929
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000030.wav,0.999841
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000031.wav,0.999988
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000032.wav,0.999930
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000033.wav,0.999971
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000034.wav,0.999989
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000035.wav,0.999875
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000036.wav,0.999853
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000037.wav,0.999774
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000038.wav,0.999900
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000039.wav,0.999955
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000040.wav,0.999815
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000041.wav,0.999790
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000042.wav,0.999960
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000043.wav,0.999918
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000044.wav,0.999257
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000045.wav,0.999963
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000046.wav,0.999931
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000047.wav,0.999876
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000048.wav,0.999742
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000049.wav,0.999924
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_mat_20260129182845\mat_phone_mic_quiet_20260129182845_000050.wav,0.999560
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_michael_g_20260129184833\michael_g_phone_mic_quiet_20260129184833_000001.wav,0.999962
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_michael_g_20260129184833\michael_g_phone_mic_quiet_20260129184833_000002.wav,0.999974
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_michael_g_20260129184833\michael_g_phone_mic_quiet_20260129184833_000003.wav,0.999431
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_michael_g_20260129184833\michael_g_phone_mic_quiet_20260129184833_000004.wav,0.999968
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_michael_g_20260129184833\michael_g_phone_mic_quiet_20260129184833_000005.wav,0.999976
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_michael_g_20260129184833\michael_g_phone_mic_quiet_20260129184833_000006.wav,0.999927
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_michael_g_20260129184833\michael_g_phone_mic_quiet_20260129184833_000007.wav,0.990983
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_michael_g_20260129184833\michael_g_phone_mic_quiet_20260129184833_000008.wav,0.999937
C:\Users\miker\wake_word_project\data\positive_new_friends\heymagis_michael_g_20260129184833\michael_g_phone_mic_quiet_20260129184833_000009.wav,0.938798
