path,score
C:\Users\miker\wake_word_project\data\negative\house\e41a903b_nohash_0.wav,0.000694
C:\Users\miker\wake_word_project\data\negative\five\b308773d_nohash_3.wav,0.001557
C:\Users\miker\wake_word_project\data\negative\four\eb0676ec_nohash_0.wav,0.000666
C:\Users\miker\wake_word_project\data\negative\yes\94de6a6a_nohash_2.wav,0.001333
C:\Users\miker\wake_word_project\data\negative\nine\0137b3f4_nohash_0.wav,0.000358
C:\Users\miker\wake_word_project\data\negative\down\e5dadd24_nohash_1.wav,0.000444
C:\Users\miker\wake_word_project\data\negative\down\9b8a7439_nohash_2.wav,0.003160
C:\Users\miker\wake_word_project\data\negative\no\7318280c_nohash_0.wav,0.000219
C:\Users\miker\wake_word_project\data\negative\down\bab36420_nohash_4.wav,0.002438
C:\Users\miker\wake_word_project\data\negative\nine\c0445658_nohash_0.wav,0.000447
C:\Users\miker\wake_word_project\data\negative\nine\3bfd30e6_nohash_3.wav,0.001110
C:\Users\miker\wake_word_project\data\negative\stop\879a2b38_nohash_3.wav,0.004141
C:\Users\miker\wake_word_project\data\negative\house\14775481_nohash_0.wav,0.002012
C:\Users\miker\wake_word_project\data\negative\zero\f9af823e_nohash_0.wav,0.001203
C:\Users\miker\wake_word_project\data\negative\bird\f97e1fcd_nohash_0.wav,0.000352
C:\Users\miker\wake_word_project\data\negative\visual\fbb2f6cc_nohash_0.wav,0.005543
C:\Users\miker\wake_word_project\data\negative\one\2a1f4853_nohash_2.wav,0.000157
C:\Users\miker\wake_word_project\data\negative\seven\c37a72d3_nohash_0.wav,0.000480
C:\Users\miker\wake_word_project\data\negative\eight\b0f5b16d_nohash_2.wav,0.004213
C:\Users\miker\wake_word_project\data\negative\no\676f8138_nohash_4.wav,0.000130
C:\Users\miker\wake_word_project\data\negative\down\1dc86f91_nohash_2.wav,0.001386
C:\Users\miker\wake_word_project\data\negative\sheila\8a1c449e_nohash_1.wav,0.001637
C:\Users\miker\wake_word_project\data\negative\left\106a6183_nohash_4.wav,0.001718
C:\Users\miker\wake_word_project\data\negative\three\61e2f74f_nohash_3.wav,0.001030
C:\Users\miker\wake_word_project\data\negative\three\0685264e_nohash_1.wav,0.001573
C:\Users\miker\wake_word_project\data\negative\nine\d3831f6a_nohash_2.wav,0.000798
C:\Users\miker\wake_word_project\data\negative\six\a709ddd3_nohash_0.wav,0.003493
C:\Users\miker\wake_word_project\data\negative\four\1e31353f_nohash_1.wav,0.000995
C:\Users\miker\wake_word_project\data\negative\up\89f3ab7d_nohash_2.wav,0.000440
C:\Users\miker\wake_word_project\data\negative\dog\a8688b67_nohash_1.wav,0.001634
C:\Users\miker\wake_word_project\data\negative\cat\22aa3665_nohash_1.wav,0.000057
C:\Users\miker\wake_word_project\data\negative\two\0e6e36c9_nohash_1.wav,0.000626
C:\Users\miker\wake_word_project\data\negative\go\56f8a100_nohash_1.wav,0.001063
C:\Users\miker\wake_word_project\data\negative\yes\df1d5024_nohash_3.wav,0.001424
C:\Users\miker\wake_word_project\data\negative\learn\d394ef8e_nohash_0.wav,0.002808
C:\Users\miker\wake_word_project\data\negative\down\2510c044_nohash_0.wav,0.000671
C:\Users\miker\wake_word_project\data\negative\go\8536c82d_nohash_0.wav,0.000099
C:\Users\miker\wake_word_project\data\negative\down\da584bc0_nohash_4.wav,0.001395
C:\Users\miker\wake_word_project\data\negative\no\747e69fd_nohash_0.wav,0.002205
C:\Users\miker\wake_word_project\data\negative\house\e5afa9b0_nohash_1.wav,0.000766
C:\Users\miker\wake_word_project\data\negative\on\f5e44d34_nohash_1.wav,0.001362
C:\Users\miker\wake_word_project\data\negative\three\a6f2fd71_nohash_3.wav,0.001424
C:\Users\miker\wake_word_project\data\negative\nine\f1d8a638_nohash_1.wav,0.006430
C:\Users\miker\wake_word_project\data\negative\five\ec201020_nohash_2.wav,0.002582
C:\Users\miker\wake_word_project\data\negative\no\1fe4c891_nohash_0.wav,0.000591
C:\Users\miker\wake_word_project\data\negative\nine\a2cc5444_nohash_4.wav,0.003487
C:\Users\miker\wake_word_project\data\negative\four\b91b718c_nohash_0.wav,0.000897
C:\Users\miker\wake_word_project\data\negative\two\5c8af87a_nohash_0.wav,0.000108
C:\Users\miker\wake_word_project\data\negative\house\39a12648_nohash_0.wav,0.007498
C:\Users\miker\wake_word_project\data\negative\up\70a00e98_nohash_2.wav,0.000476
C:\Users\miker\wake_word_project\data\negative\two\cc6ee39b_nohash_1.wav,0.004072
C:\Users\miker\wake_word_project\data\negative\tree\214ccb20_nohash_2.wav,0.009652
C:\Users\miker\wake_word_project\data\negative\dog\c392e01d_nohash_1.wav,0.000225
C:\Users\miker\wake_word_project\data\negative\stop\b7016c27_nohash_0.wav,0.000567
C:\Users\miker\wake_word_project\data\negative\three\9ff2d2f4_nohash_1.wav,0.024049
C:\Users\miker\wake_word_project\data\negative\follow\845f8553_nohash_1.wav,0.000582
C:\Users\miker\wake_word_project\data\negative\seven\b59fe16d_nohash_0.wav,0.022983
C:\Users\miker\wake_word_project\data\negative\visual\f2e59fea_nohash_0.wav,0.059127
C:\Users\miker\wake_word_project\data\negative\go\eaa83485_nohash_3.wav,0.000491
C:\Users\miker\wake_word_project\data\negative\five\f19c1390_nohash_4.wav,0.000201
C:\Users\miker\wake_word_project\data\negative\one\3f45a0cf_nohash_2.wav,0.004346
C:\Users\miker\wake_word_project\data\negative\no\6f5eea74_nohash_0.wav,0.000529
C:\Users\miker\wake_word_project\data\negative\house\6982fc2a_nohash_0.wav,0.004080
C:\Users\miker\wake_word_project\data\negative\three\c8db14a8_nohash_0.wav,0.002651
C:\Users\miker\wake_word_project\data\negative\two\f5626af6_nohash_2.wav,0.002477
C:\Users\miker\wake_word_project\data\negative\sheila\dd6c6806_nohash_1.wav,0.040292
C:\Users\miker\wake_word_project\data\negative\go\11a022ba_nohash_0.wav,0.000280
C:\Users\miker\wake_word_project\data\negative\two\d4082f3e_nohash_2.wav,0.000440
C:\Users\miker\wake_word_project\data\negative\marvin\3cdecb0b_nohash_1.wav,0.024473
C:\Users\miker\wake_word_project\data\negative\yes\bbf38549_nohash_1.wav,0.001392
C:\Users\miker\wake_word_project\data\negative\yes\f822b9bf_nohash_2.wav,0.001996
C:\Users\miker\wake_word_project\data\negative\cat\cb5d2c6e_nohash_1.wav,0.000730
C:\Users\miker\wake_word_project\data\negative\go\617aeb6c_nohash_1.wav,0.000893
C:\Users\miker\wake_word_project\data\negative\bird\437455be_nohash_0.wav,0.002149
C:\Users\miker\wake_word_project\data\negative\zero\e95c70e2_nohash_0.wav,0.001734
C:\Users\miker\wake_word_project\data\negative\left\d2eae23d_nohash_0.wav,0.001446
C:\Users\miker\wake_word_project\data\negative\off\299c14b1_nohash_0.wav,0.001496
C:\Users\miker\wake_word_project\data\negative\house\437455be_nohash_1.wav,0.001712
C:\Users\miker\wake_word_project\data\negative\dog\708a9569_nohash_2.wav,0.001621
C:\Users\miker\wake_word_project\data\negative\four\c50f55b8_nohash_1.wav,0.002677
C:\Users\miker\wake_word_project\data\negative\six\4995d875_nohash_3.wav,0.016544
C:\Users\miker\wake_word_project\data\negative\visual\03401e93_nohash_0.wav,0.008030
C:\Users\miker\wake_word_project\data\negative\left\cce7416f_nohash_7.wav,0.011503
C:\Users\miker\wake_word_project\data\negative\four\d0faf7e4_nohash_4.wav,0.001554
C:\Users\miker\wake_word_project\data\negative\tree\ae04cdbe_nohash_1.wav,0.000069
C:\Users\miker\wake_word_project\data\negative\right\8a28231e_nohash_0.wav,0.748904
C:\Users\miker\wake_word_project\data\negative\no\f798ac78_nohash_2.wav,0.001260
C:\Users\miker\wake_word_project\data\negative\three\e14a99a5_nohash_0.wav,0.000108
C:\Users\miker\wake_word_project\data\negative\one\257e17e0_nohash_1.wav,0.001350
C:\Users\miker\wake_word_project\data\negative\five\4620dc14_nohash_0.wav,0.000841
C:\Users\miker\wake_word_project\data\negative\house\1a073312_nohash_0.wav,0.004147
C:\Users\miker\wake_word_project\data\negative\five\2c727642_nohash_0.wav,0.004632
C:\Users\miker\wake_word_project\data\negative\go\fa52ddf6_nohash_4.wav,0.004407
C:\Users\miker\wake_word_project\data\negative\wow\ec989d6d_nohash_0.wav,0.001604
C:\Users\miker\wake_word_project\data\negative\six\187af8be_nohash_0.wav,0.002680
C:\Users\miker\wake_word_project\data\negative\seven\d9b8fab2_nohash_0.wav,0.004285
C:\Users\miker\wake_word_project\data\negative\happy\fc94edb0_nohash_2.wav,0.007736
C:\Users\miker\wake_word_project\data\negative\yes\07ad9b59_nohash_1.wav,0.000870
C:\Users\miker\wake_word_project\data\negative\six\e1469561_nohash_1.wav,0.022472
C:\Users\miker\wake_word_project\data\negative\on\1e9e6bdd_nohash_2.wav,0.000196
C:\Users\miker\wake_word_project\data\negative\six\d8c52371_nohash_0.wav,0.002937
C:\Users\miker\wake_word_project\data\negative\off\1acc97de_nohash_2.wav,0.000981
C:\Users\miker\wake_word_project\data\negative\nine\d962e5ac_nohash_3.wav,0.000977
C:\Users\miker\wake_word_project\data\negative\go\0f7266cf_nohash_1.wav,0.000844
C:\Users\miker\wake_word_project\data\negative\five\234d6a48_nohash_2.wav,0.000315
C:\Users\miker\wake_word_project\data\negative\right\e1936ce8_nohash_1.wav,0.000200
C:\Users\miker\wake_word_project\data\negative\right\56cd307a_nohash_0.wav,0.000133
C:\Users\miker\wake_word_project\data\negative\down\89947bd7_nohash_1.wav,0.001766
C:\Users\miker\wake_word_project\data\negative\yes\50d1c8e3_nohash_0.wav,0.003800
C:\Users\miker\wake_word_project\data\negative\cat\365908bd_nohash_0.wav,0.000303
C:\Users\miker\wake_word_project\data\negative\eight\2748cce7_nohash_3.wav,0.011641
C:\Users\miker\wake_word_project\data\negative\five\9cde5de8_nohash_0.wav,0.318551
C:\Users\miker\wake_word_project\data\negative\three\56eb74ae_nohash_1.wav,0.015177
C:\Users\miker\wake_word_project\data\negative\five\d21fd169_nohash_4.wav,0.000566
C:\Users\miker\wake_word_project\data\negative\zero\8134f43f_nohash_0.wav,0.005879
C:\Users\miker\wake_word_project\data\negative\two\b5cf6ea8_nohash_0.wav,0.001624
C:\Users\miker\wake_word_project\data\negative\off\e54a0f16_nohash_3.wav,0.001587
C:\Users\miker\wake_word_project\data\negative\stop\44dad20e_nohash_0.wav,0.000683
C:\Users\miker\wake_word_project\data\negative\dog\42c6fff1_nohash_0.wav,0.000928
C:\Users\miker\wake_word_project\data\negative\no\a13e0a74_nohash_0.wav,0.001844
C:\Users\miker\wake_word_project\data\negative\no\856eb138_nohash_1.wav,0.000412
C:\Users\miker\wake_word_project\data\negative\stop\3d86b69a_nohash_2.wav,0.003668
C:\Users\miker\wake_word_project\data\negative\one\7799c9cd_nohash_1.wav,0.000651
C:\Users\miker\wake_word_project\data\negative\seven\8b25410a_nohash_1.wav,0.000868
C:\Users\miker\wake_word_project\data\negative\happy\4422e51d_nohash_2.wav,0.002973
C:\Users\miker\wake_word_project\data\negative\sheila\9f92fb7c_nohash_0.wav,0.000427
C:\Users\miker\wake_word_project\data\negative\backward\ee1d8d49_nohash_2.wav,0.155404
C:\Users\miker\wake_word_project\data\negative\two\b4aa9fef_nohash_4.wav,0.000901
C:\Users\miker\wake_word_project\data\negative\visual\3b195250_nohash_1.wav,0.003062
C:\Users\miker\wake_word_project\data\negative\eight\528f9242_nohash_0.wav,0.000522
C:\Users\miker\wake_word_project\data\negative\two\bed06fac_nohash_0.wav,0.000737
C:\Users\miker\wake_word_project\data\negative\seven\c9e251d2_nohash_0.wav,0.000404
C:\Users\miker\wake_word_project\data\negative\yes\28460a60_nohash_2.wav,0.087782
C:\Users\miker\wake_word_project\data\negative\house\37bd115d_nohash_1.wav,0.001275
C:\Users\miker\wake_word_project\data\negative\yes\bdee441c_nohash_1.wav,0.000955
C:\Users\miker\wake_word_project\data\negative\three\ce9410da_nohash_0.wav,0.001183
C:\Users\miker\wake_word_project\data\negative\nine\1efdf53f_nohash_0.wav,0.003213
C:\Users\miker\wake_word_project\data\negative\eight\377e916b_nohash_0.wav,0.000312
C:\Users\miker\wake_word_project\data\negative\left\14775481_nohash_0.wav,0.002794
C:\Users\miker\wake_word_project\data\negative\on\569455ff_nohash_0.wav,0.000719
C:\Users\miker\wake_word_project\data\negative\five\c50f55b8_nohash_7.wav,0.000265
C:\Users\miker\wake_word_project\data\negative\on\f8f60f59_nohash_2.wav,0.000919
C:\Users\miker\wake_word_project\data\negative\backward\3ce4910e_nohash_3.wav,0.095159
C:\Users\miker\wake_word_project\data\negative\visual\559bc36a_nohash_2.wav,0.005417
C:\Users\miker\wake_word_project\data\negative\visual\26a093e1_nohash_0.wav,0.002074
C:\Users\miker\wake_word_project\data\negative\house\00970ce1_nohash_0.wav,0.000190
C:\Users\miker\wake_word_project\data\negative\right\97f4c236_nohash_1.wav,0.007672
C:\Users\miker\wake_word_project\data\negative\yes\86cb59b2_nohash_0.wav,0.000825
C:\Users\miker\wake_word_project\data\negative\forward\1efdf53f_nohash_0.wav,0.002452
C:\Users\miker\wake_word_project\data\negative\right\cfbedff9_nohash_2.wav,0.005914
C:\Users\miker\wake_word_project\data\negative\eight\09ddc105_nohash_0.wav,0.000249
C:\Users\miker\wake_word_project\data\negative\three\3fdafe25_nohash_0.wav,0.011817
C:\Users\miker\wake_word_project\data\negative\left\3bdf05d3_nohash_0.wav,0.000523
C:\Users\miker\wake_word_project\data\negative\three\c0445658_nohash_1.wav,0.000251
C:\Users\miker\wake_word_project\data\negative\right\cfbedff9_nohash_0.wav,0.010427
C:\Users\miker\wake_word_project\data\negative\stop\b66f4f93_nohash_0.wav,0.001495
C:\Users\miker\wake_word_project\data\negative\four\57de2379_nohash_0.wav,0.000044
C:\Users\miker\wake_word_project\data\negative\five\9c24bc76_nohash_2.wav,0.000261
C:\Users\miker\wake_word_project\data\negative\no\3ce4910e_nohash_3.wav,0.005760
C:\Users\miker\wake_word_project\data\negative\yes\8a90cf67_nohash_1.wav,0.000259
C:\Users\miker\wake_word_project\data\negative\five\e0c782d5_nohash_3.wav,0.001161
C:\Users\miker\wake_word_project\data\negative\seven\dca2797e_nohash_0.wav,0.004978
C:\Users\miker\wake_word_project\data\negative\zero\0fc57d61_nohash_1.wav,0.000440
C:\Users\miker\wake_word_project\data\negative\seven\97cbf436_nohash_0.wav,0.000029
C:\Users\miker\wake_word_project\data\negative\backward\0d82fd99_nohash_0.wav,0.000616
C:\Users\miker\wake_word_project\data\negative\stop\5ebc1cda_nohash_0.wav,0.001730
C:\Users\miker\wake_word_project\data\negative\marvin\3aa6f4e2_nohash_2.wav,0.015119
C:\Users\miker\wake_word_project\data\negative\right\28e47b1a_nohash_4.wav,0.011642
C:\Users\miker\wake_word_project\data\negative\bed\72aa7259_nohash_0.wav,0.001838
C:\Users\miker\wake_word_project\data\negative\eight\3a69f765_nohash_2.wav,0.112071
C:\Users\miker\wake_word_project\data\negative\nine\e1469561_nohash_0.wav,0.003382
C:\Users\miker\wake_word_project\data\negative\zero\f68160c0_nohash_4.wav,0.002704
C:\Users\miker\wake_word_project\data\negative\left\9151f184_nohash_0.wav,0.004791
C:\Users\miker\wake_word_project\data\negative\go\bf90a57a_nohash_0.wav,0.018420
C:\Users\miker\wake_word_project\data\negative\cat\eb3f7d82_nohash_0.wav,0.000058
C:\Users\miker\wake_word_project\data\negative\go\c948d727_nohash_4.wav,0.002248
C:\Users\miker\wake_word_project\data\negative\six\4bc2c2c5_nohash_1.wav,0.003430
C:\Users\miker\wake_word_project\data\negative\down\1d919a90_nohash_0.wav,0.000047
C:\Users\miker\wake_word_project\data\negative\down\5828dfa2_nohash_0.wav,0.000266
C:\Users\miker\wake_word_project\data\negative\wow\1fe4c891_nohash_0.wav,0.000790
C:\Users\miker\wake_word_project\data\negative\right\113b3fbc_nohash_1.wav,0.000521
C:\Users\miker\wake_word_project\data\negative\dog\a243fcc2_nohash_2.wav,0.000261
C:\Users\miker\wake_word_project\data\negative\yes\79b37d3a_nohash_0.wav,0.016843
C:\Users\miker\wake_word_project\data\negative\seven\aac5b7c1_nohash_1.wav,0.007164
C:\Users\miker\wake_word_project\data\negative\yes\a929f9b9_nohash_2.wav,0.001970
C:\Users\miker\wake_word_project\data\negative\eight\b6ebe225_nohash_0.wav,0.000326
C:\Users\miker\wake_word_project\data\negative\eight\cb62dbf1_nohash_2.wav,0.000653
C:\Users\miker\wake_word_project\data\negative\tree\ff21fb59_nohash_0.wav,0.002867
C:\Users\miker\wake_word_project\data\negative\one\b8b8cb52_nohash_1.wav,0.004846
C:\Users\miker\wake_word_project\data\negative\sheila\66276b0e_nohash_1.wav,0.007459
C:\Users\miker\wake_word_project\data\negative\five\fe291fa9_nohash_0.wav,0.000302
C:\Users\miker\wake_word_project\data\negative\house\1bb6ed89_nohash_0.wav,0.001216
C:\Users\miker\wake_word_project\data\negative\seven\7fd25f7c_nohash_0.wav,0.000363
C:\Users\miker\wake_word_project\data\negative\stop\a16013b7_nohash_2.wav,0.000469
C:\Users\miker\wake_word_project\data\negative\off\ef3367d9_nohash_0.wav,0.017244
C:\Users\miker\wake_word_project\data\negative\four\cb62dbf1_nohash_1.wav,0.000571
C:\Users\miker\wake_word_project\data\negative\seven\dbaf8fc6_nohash_0.wav,0.002336
C:\Users\miker\wake_word_project\data\negative\yes\4c3cddb8_nohash_2.wav,0.003526
C:\Users\miker\wake_word_project\data\negative\visual\ff2b842e_nohash_3.wav,0.001074
C:\Users\miker\wake_word_project\data\negative\up\050170cb_nohash_1.wav,0.000205
C:\Users\miker\wake_word_project\data\negative\four\6ace4fe1_nohash_2.wav,0.000391
C:\Users\miker\wake_word_project\data\negative\up\d278d8ef_nohash_1.wav,0.001339
C:\Users\miker\wake_word_project\data\negative\left\b6573c88_nohash_1.wav,0.002510
C:\Users\miker\wake_word_project\data\negative\off\189cbabe_nohash_0.wav,0.004949
C:\Users\miker\wake_word_project\data\negative\two\676f8138_nohash_1.wav,0.000135
C:\Users\miker\wake_word_project\data\negative\tree\422d3197_nohash_0.wav,0.000607
C:\Users\miker\wake_word_project\data\negative\no\3a70ab7f_nohash_0.wav,0.001437
C:\Users\miker\wake_word_project\data\negative\on\7211390b_nohash_2.wav,0.000294
C:\Users\miker\wake_word_project\data\negative\seven\28ed6bc9_nohash_0.wav,0.002321
C:\Users\miker\wake_word_project\data\negative\on\e5c48e53_nohash_1.wav,0.002642
C:\Users\miker\wake_word_project\data\negative\eight\8e05039f_nohash_1.wav,0.005229
C:\Users\miker\wake_word_project\data\negative\happy\0bfec55f_nohash_0.wav,0.000055
C:\Users\miker\wake_word_project\data\negative\go\3a929277_nohash_3.wav,0.000246
C:\Users\miker\wake_word_project\data\negative\dog\4c3cddb8_nohash_0.wav,0.001510
C:\Users\miker\wake_word_project\data\negative\nine\0f250098_nohash_1.wav,0.000515
C:\Users\miker\wake_word_project\data\negative\bed\8ec6dab6_nohash_0.wav,0.001544
C:\Users\miker\wake_word_project\data\negative\six\ff63ab0b_nohash_0.wav,0.002890
C:\Users\miker\wake_word_project\data\negative\sheila\aa62fdad_nohash_0.wav,0.001589
C:\Users\miker\wake_word_project\data\negative\go\692a88e6_nohash_3.wav,0.007155
C:\Users\miker\wake_word_project\data\negative\stop\012187a4_nohash_1.wav,0.000416
C:\Users\miker\wake_word_project\data\negative\go\179a61b7_nohash_2.wav,0.006396
C:\Users\miker\wake_word_project\data\negative\backward\96d8bb6f_nohash_3.wav,0.004675
C:\Users\miker\wake_word_project\data\negative\dog\beb458a4_nohash_0.wav,0.004971
C:\Users\miker\wake_word_project\data\negative\up\ab5ae445_nohash_0.wav,0.000760
C:\Users\miker\wake_word_project\data\negative\three\7c86c03e_nohash_0.wav,0.000591
C:\Users\miker\wake_word_project\data\negative\cat\f8ad3941_nohash_0.wav,0.000312
C:\Users\miker\wake_word_project\data\negative\go\6124b431_nohash_0.wav,0.002237
C:\Users\miker\wake_word_project\data\negative\dog\84999496_nohash_1.wav,0.002903
C:\Users\miker\wake_word_project\data\negative\bird\39a6b995_nohash_1.wav,0.000178
C:\Users\miker\wake_word_project\data\negative\marvin\a2b16113_nohash_0.wav,0.020703
C:\Users\miker\wake_word_project\data\negative\dog\bc196f81_nohash_0.wav,0.000599
C:\Users\miker\wake_word_project\data\negative\seven\0c2ca723_nohash_1.wav,0.038414
C:\Users\miker\wake_word_project\data\negative\go\b4ea0d9a_nohash_1.wav,0.000664
C:\Users\miker\wake_word_project\data\negative\house\ee07dcb9_nohash_0.wav,0.001461
C:\Users\miker\wake_word_project\data\negative\two\51055bda_nohash_1.wav,0.000681
C:\Users\miker\wake_word_project\data\negative\right\0d2bcf9d_nohash_0.wav,0.001016
C:\Users\miker\wake_word_project\data\negative\four\e102119e_nohash_0.wav,0.000642
C:\Users\miker\wake_word_project\data\negative\seven\db79a764_nohash_0.wav,0.006093
C:\Users\miker\wake_word_project\data\negative\eight\ef77b778_nohash_3.wav,0.003250
C:\Users\miker\wake_word_project\data\negative\visual\72242187_nohash_3.wav,0.005408
C:\Users\miker\wake_word_project\data\negative\six\6c0f6493_nohash_0.wav,0.004854
C:\Users\miker\wake_word_project\data\negative\six\9bfd6a9d_nohash_0.wav,0.000086
C:\Users\miker\wake_word_project\data\negative\one\a3255f5c_nohash_0.wav,0.000590
C:\Users\miker\wake_word_project\data\negative\go\da5dadb9_nohash_0.wav,0.003555
C:\Users\miker\wake_word_project\data\negative\zero\3bfd30e6_nohash_3.wav,0.002247
C:\Users\miker\wake_word_project\data\negative\one\a7216980_nohash_0.wav,0.000798
C:\Users\miker\wake_word_project\data\negative\zero\fbb2f6cc_nohash_4.wav,0.046672
C:\Users\miker\wake_word_project\data\negative\off\5f1b1051_nohash_0.wav,0.000257
C:\Users\miker\wake_word_project\data\negative\four\0d53e045_nohash_0.wav,0.000623
C:\Users\miker\wake_word_project\data\negative\down\a8e25ebb_nohash_0.wav,0.000852
C:\Users\miker\wake_word_project\data\negative\down\bc065a17_nohash_0.wav,0.000141
C:\Users\miker\wake_word_project\data\negative\tree\f2dd248e_nohash_0.wav,0.000422
C:\Users\miker\wake_word_project\data\negative\on\339f2c5c_nohash_0.wav,0.002159
C:\Users\miker\wake_word_project\data\negative\nine\9aa21fa9_nohash_0.wav,0.002520
C:\Users\miker\wake_word_project\data\negative\off\f297e878_nohash_1.wav,0.010187
C:\Users\miker\wake_word_project\data\negative\off\8281a2a8_nohash_1.wav,0.002252
C:\Users\miker\wake_word_project\data\negative\one\6cc28ce5_nohash_1.wav,0.000897
C:\Users\miker\wake_word_project\data\negative\visual\f1d8a638_nohash_1.wav,0.003462
C:\Users\miker\wake_word_project\data\negative\cat\b00dff7e_nohash_1.wav,0.000883
C:\Users\miker\wake_word_project\data\negative\two\78884794_nohash_1.wav,0.001075
C:\Users\miker\wake_word_project\data\negative\tree\85d2ac4b_nohash_0.wav,0.000851
C:\Users\miker\wake_word_project\data\negative\three\fd5ccd39_nohash_1.wav,0.001389
C:\Users\miker\wake_word_project\data\negative\down\c6ee87a7_nohash_2.wav,0.001434
C:\Users\miker\wake_word_project\data\negative\dog\15574821_nohash_0.wav,0.000149
C:\Users\miker\wake_word_project\data\negative\off\353b4d33_nohash_2.wav,0.000271
C:\Users\miker\wake_word_project\data\negative\visual\e11fbc6e_nohash_2.wav,0.001406
C:\Users\miker\wake_word_project\data\negative\nine\18f8afd5_nohash_2.wav,0.018826
C:\Users\miker\wake_word_project\data\negative\zero\c39703ec_nohash_4.wav,0.000199
C:\Users\miker\wake_word_project\data\negative\eight\23da904f_nohash_1.wav,0.002712
C:\Users\miker\wake_word_project\data\negative\happy\1995cf9e_nohash_0.wav,0.001332
C:\Users\miker\wake_word_project\data\negative\four\18f8afd5_nohash_0.wav,0.001953
C:\Users\miker\wake_word_project\data\negative\four\0b7ee1a0_nohash_0.wav,0.001131
C:\Users\miker\wake_word_project\data\negative\seven\c41d9052_nohash_0.wav,0.000496
C:\Users\miker\wake_word_project\data\negative\on\cc6ee39b_nohash_3.wav,0.001900
C:\Users\miker\wake_word_project\data\negative\five\30f6e665_nohash_0.wav,0.001332
