path,score
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_a2vxw7hhc1.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_a6ga861n7p.wav,0.999911
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_a9bhbrz55h.wav,0.999987
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_anjjhg0h08.wav,0.810331
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_ausgmovwz3.wav,0.999906
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_av89e8p57w.wav,0.999879
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_bb7jqputtf.wav,0.998023
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_bde4zztl07.wav,0.999980
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_beregyuurh.wav,0.999957
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_bff43kmnit.wav,0.999981
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_bm2r8ghjkx.wav,0.999880
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_bosq6l058z.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_bti7h6z2f1.wav,0.999993
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_bupo75tyt6.wav,0.999959
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_bveem80u4h.wav,0.999962
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_c4mypce4n0.wav,0.999301
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_ccupuqx3qa.wav,0.999832
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_ckg345cnxk.wav,0.999944
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_d1fp83g5hz.wav,0.987599
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_d25q8ygv45.wav,0.998789
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_ddjia1lmwm.wav,0.999999
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_dgfc08cnrm.wav,0.998206
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_dl84dwja1o.wav,0.999985
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_dluwu6rt8d.wav,0.999969
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_e2ikjbi8tw.wav,0.999962
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_ego5qjq3tc.wav,0.999993
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_eth6q318wh.wav,0.999979
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_evse79z04t.wav,0.983004
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_f9lmmb2och.wav,0.999983
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_fbnnnvmhda.wav,0.998706
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_fj9lbatxyk.wav,0.996726
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_fkl6iv8skf.wav,0.998444
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_g21td6rerd.wav,0.999983
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_gec2eddyza.wav,0.999934
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_ghin96zm4a.wav,0.999983
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_gogs3a8hu4.wav,0.999928
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_h941clvgyi.wav,0.999984
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_hqiv2xtna0.wav,0.999553
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_hr1ecygcbu.wav,0.999650
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_htgmyv6j69.wav,0.999994
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_hvzj1cixtp.wav,0.999949
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_j358c4ft16.wav,0.999971
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_j8j2mqrxg1.wav,0.999192
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_jmzpl7h533.wav,0.999466
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_k4bfadaejw.wav,0.996674
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_kagdlz74qy.wav,0.999924
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_l6y8ek0lbi.wav,0.999971
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_lncdg3bdwl.wav,0.999447
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_lnyw72531t.wav,0.999719
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_m0fesyywck.wav,0.999978
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_mij4rmuxd5.wav,0.998728
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_nesbjto1pm.wav,0.999848
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_nrj06clg5r.wav,0.999937
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_o5kejmeeiy.wav,0.999985
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_oa5kj0w8pw.wav,0.984145
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_ohor8g1f9j.wav,0.999960
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_owxj4hq7i2.wav,0.999992
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_oxxy9wsf8v.wav,0.999681
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_p41qm4p2lx.wav,0.999930
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_p6fg8ajfor.wav,0.985519
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_pcu9nmf6yo.wav,0.999976
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_pfbgcuyph7.wav,0.999919
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_pg71m6d2p3.wav,0.999572
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_pw6od73bru.wav,0.999952
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_q2ynvkd5l9.wav,0.999132
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_q7d90g62u0.wav,0.999988
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_qcj68ry1by.wav,0.998245
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_qhhlciup5r.wav,0.999434
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_qk84q7adyx.wav,0.999937
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_rafiwiok9t.wav,0.999725
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_rcoeil0v3m.wav,0.999904
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_ru7o0qze0h.wav,0.999978
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_rucyl90hh0.wav,0.999959
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_she4qzjn59.wav,0.999993
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_spn1erx2mq.wav,0.999943
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_tcziwmjelf.wav,0.999887
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_thowjp44ld.wav,0.999812
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_tl6qrcnzu6.wav,0.991008
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_u5wjotkskp.wav,0.999990
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_u6h2rs8y8y.wav,0.999963
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_uj94ymz70w.wav,0.999985
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_um0a7cudzl.wav,0.999847
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_ur1a21yrcz.wav,0.999941
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_usvf5lxs5y.wav,0.997892
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_utvflk9vmk.wav,0.999996
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_v4wfklqikm.wav,0.999937
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_v5vlua0744.wav,0.999916
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_vc9k4zfpoc.wav,0.999857
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_vl0ie6uifm.wav,0.999610
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_vly4ocgiz3.wav,0.999808
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_vnujpmevkn.wav,0.999993
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_vt9gxxv3gi.wav,0.999958
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_wekmhpy6ed.wav,0.999844
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_wse8bamuxz.wav,0.999920
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_wzjf81lzzc.wav,0.999864
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_x2u4zm199j.wav,0.999728
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_x3zxxsplm1.wav,0.999737
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_xz87xip46b.wav,0.999851
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_y1i0k21llj.wav,0.999978
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_y442v1dlwq.wav,0.999962
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_y9xbgtf87d.wav,0.999844
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_ycowkqjka6.wav,0.999977
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_yqb8ugck95.wav,0.999990
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_za7lfgay59.wav,0.999992
C:\Users\miker\wake_word_project\data\positive_trimmed_1p5_A\hey_magis_zdd2ez7zlx.wav,0.999796
